id,项目名称,网址,项目类型,项目所在地,招标方式,zbkzj,下浮率,kbjj,投标单位数量,开标时间
A3311011160011999001001,古堰画乡智慧客厅项目EPC总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/10/art_1229661852_188119.html,房屋建筑,莲都,公开招标,0.0,6.2,0.0,9,2022/10/10
A3311011160011980001001,浙江省松阳县“红色玉枫 菇香柿溢”乡村振兴项目-“三迎红军”战斗精神体验项目设计采购施工（EPC）工程总承包及运营开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/10/art_1229662157_188064.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,4,2022/10/10
A3311011160011832001001,景宁县公安局鹤溪派出所技术业务用房建设项目--电梯设备采购与安装开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/10/art_1229662190_187920.html,房屋建筑,景宁,公开招标,0.0,0.0,0.0,7,2022/10/10
A3311011160012060001001,丽水市中医院中医传承创新楼工程—气动物流系统采购项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/10/art_1229661812_188242.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,5,2022/10/10
A3311011160012026001001,莲都区城北小学游泳馆建设工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661852_188117.html,房屋建筑,莲都,公开招标,22427815.0,5.0,21306424.25,96,2022/10/9
A3311011160012022001001,船寮舒庄村至东源武陵村连接大桥工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661956_188528.html,房屋建筑,青田,公开招标,14439010.876232201,8.7,13182816.93,62,2022/10/9
A3311011160011892002001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）-垵口乡大山村三宝栏和大山生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229662124_188171.html,房屋建筑,遂昌,公开招标,1135001.0,6.0,1066900.94,21,2022/10/9
A3311011160011933001001,遂昌县兴安华庭二期EPC工程总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229662124_188168.html,房屋建筑,遂昌,公开招标,0.0,0.0,0.0,4,2022/10/9
A3311011160012028,卢镗街（大洋路—紫金路）改造工程,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661812_188399.html,1基础设施,丽水,公开招标,36638226.92556634,7.3,33963636.36,137,2022/10/9
A3311011160011986001001,松阳自动驾驶工程（一期）智慧交通助推山区共同富裕创新示范项目设计采购施工（EPC）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229662157_188058.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,5,2022/10/9
A3311011160011933,遂昌县兴安华庭二期EPC工程总承包,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229662124_188315.html,房屋建筑工程,遂昌,公开招标,0.0,0.0,0.0,4,2022/10/9
A3311011160012003001001,龙泉市青瓷小镇瓷产业园道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661923_187730.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,18,2022/10/9
A3311011160012028001001,卢镗街（大洋路—紫金路）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/9/art_1229661812_188241.html,房屋建筑,丽水,公开招标,36638226.92556634,7.3,33963636.36,137,2022/10/9
A3311011160011912,北京师范大学丽水实验学校项目工程总承包(EPC),http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188415.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,13,2022/10/8
A3311011160011800,丽水市陈道门未来社区项目,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188429.html,房屋建筑,丽水,公开招标,9188265.005464481,8.5,8407262.48,110,2022/10/8
A3311011160011883001001,马岭头隧道基础设施配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229662190_187913.html,房屋建筑,景宁,公开招标,6579013.508968609,10.8,5868480.05,68,2022/10/8
A3311011160011974001001,云和东旅游集散服务中心（一期）项目室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661989_188071.html,房屋建筑,云和,公开招标,8748661.995332556,14.3,7497603.33,133,2022/10/8
A3311011160011912001001,北京师范大学丽水实验学校项目工程总承包(EPC)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188239.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,13,2022/10/8
A3311011160011925,遂昌县发热疾病诊治中心,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229662124_188320.html,房屋建筑工程,遂昌,公开招标,11548973.893617023,6.0,10856035.46,80,2022/10/8
A3311011160011800001001,丽水市陈道门未来社区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188240.html,房屋建筑,丽水,公开招标,9188265.005464481,8.5,8407262.48,110,2022/10/8
A3311011160011920,丽水经济技术开发区危险化学品停车场一期工程EPC总承包,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229661812_188414.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,7,2022/10/8
A3311011160011358001001,松阳高腔传承中心（老剧院）改造提升工程（设备部分）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/7/art_1229662157_188052.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,9,2022/10/7
A3311011160011972001001,碧湖镇组团道路网工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229661852_188114.html,房屋建筑,莲都,公开招标,26945915.0,9.6,24359107.16,85,2022/9/30
A3311011160011733001001,松阳县赤寿产业区块协作路邻里中心项目设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229662157_188047.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,4,2022/9/30
A3311011160011919001001,东景小区等区块“污水零直排”工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229661923_187721.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,23,2022/9/30
A3311011160011920001001,丽水经济技术开发区危险化学品停车场一期工程EPC总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229661812_188238.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,7,2022/9/30
A3311011160011925001001,遂昌县发热疾病诊治中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229662124_188165.html,房屋建筑,遂昌,公开招标,11548973.893617023,6.0,10856035.46,80,2022/9/30
A3311011160011995001001,庆元县堰坝生态化改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/30/art_1229662056_187977.html,房屋建筑,庆元,公开招标,0.0,0.0,0.0,10,2022/9/30
A3311011160011916,长深高速公路云和赤石互通改建工程勘察设计,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661812_188411.html,交通,丽水,公开招标,0.0,0.0,0.0,3,2022/9/29
A3311011160011899001001,中山街公交首末站驾驶员宿舍及配套用房开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661812_188236.html,房屋建筑,丽水,公开招标,30709768.252747253,9.0,27945889.11,141,2022/9/29
A3311011160011893001001,遂昌县后江路网三期工程施工监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662124_188162.html,房屋建筑,遂昌,公开招标,1479600.0,0.0,1479600.0,3,2022/9/29
A3311011160011706,丽水学院中医药与健康产业（职业教育）中心项目,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661812_188545.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,42,2022/9/29
A3311011160011893,遂昌县后江路网三期工程施工监理,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662124_188324.html,市政基础设施工程,遂昌,公开招标,1479600.0,0.0,1479600.0,3,2022/9/29
A3311011160011976001001,青田县环巨浦乡生态护岸工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661956_188527.html,房屋建筑,青田,公开招标,25918339.60176991,9.6,23430179.0,0,2022/9/29
A3311011160011943001001,松阳县体育中心基础设施配套项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662157_188040.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,4,2022/9/29
A3311011160011951001001,缙云县城建成区“污水零直排”建设项目—紫薇花园小区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662089_187864.html,房屋建筑,缙云,公开招标,5166956.125419933,10.7,4614091.82,93,2022/9/29
A3311011160011971001001,碧湖镇城镇污水处理厂改扩建项目设计采购施工（EPC）总承包监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661852_188111.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,3,2022/9/29
A3311011160011904001001,云和县木制玩具产业创新服务综合体-云北木玩智创空间空调工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661989_188066.html,房屋建筑,云和,公开招标,0.0,0.0,0.0,8,2022/9/29
A3311011160011916001001,长深高速公路云和赤石互通改建工程勘察设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229661812_188234.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2022/9/29
A3311011160011873001001,丽水南城丽沙小微园项目改造二期（1#厂房）项目设计采购施工（EPC）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661812_188231.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,4,2022/9/28
A3311011160011985001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目—边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661956_188526.html,房屋建筑,青田,公开招标,1380451.005586592,10.5,1235503.65,9,2022/9/28
A3311011160011873,丽水南城丽沙小微园项目改造二期（1#厂房）项目设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661812_188420.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,4,2022/9/28
A3311011160011805001001,松阳县玉岩镇何山头至源坑村道路提升改造工程EPC（设计采购施工）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229662157_188033.html,房屋建筑,松阳,公开招标,0.0,0.0,0.0,3,2022/9/28
A3311011160011955001001,李宝景区村基础设施项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229662190_187906.html,房屋建筑,景宁,公开招标,0.0,0.0,0.0,112,2022/9/28
A3311011160011940,丽水终身教育中心项目监理,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661812_188409.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,8,2022/9/28
A3311011160011975,遂昌县云峰古亭小区三期项目P(2022)45号地块施工监理,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229662124_188314.html,房屋建筑工程,遂昌,公开招标,2842600.0,0.0,2842600.0,4,2022/9/28
A3311011160011940001001,丽水终身教育中心项目监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229661812_188232.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,8,2022/9/28
A3311011160011975001001,遂昌县云峰古亭小区三期项目P(2022)45号地块施工监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/28/art_1229662124_188160.html,房屋建筑,遂昌,公开招标,2842600.0,0.0,2842600.0,4,2022/9/28
A3311011160011888001001,遂昌县风貌区沿线村容村貌整治提升- 王村口镇开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662124_188158.html,房屋建筑,遂昌,公开招标,6976146.97237569,9.5,6313413.01,86,2022/9/27
A3311011160011990001001,青田县侨乡小微食品产业园土石方平整和边坡防护工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661956_188525.html,房屋建筑,青田,公开招标,57035389.00343643,12.7,49791894.6,129,2022/9/27
A3311011160011708,浙西南革命老区学前教育示范中心项目监理,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661812_188520.html,房屋建筑,丽水,公开招标,2170000.0,0.0,2170000.0,4,2022/9/27
A3311011160011939001001,丽水终身教育中心项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661812_188229.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,14,2022/9/27
A3311011160011950001001,丽水市莲都区南明山街道岑山村经济合作社岑山村职工招待所项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661812_188227.html,房屋建筑,丽水,公开招标,19808619.002217293,9.8,17867374.34,114,2022/9/27
A3311011160011860001001,碧湖镇人民路延伸段道路工程（文一楼-环西路段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661852_188107.html,房屋建筑,莲都,公开招标,11418036.995708156,6.8,10641610.48,64,2022/9/27
A3311011160011939,丽水终身教育中心项目,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661812_188410.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,14,2022/9/27
A3311011160011909001001,松阳县枫坪乡卫生院建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662157_188028.html,房屋建筑,松阳,公开招标,14059681.995863495,3.3,13595712.49,113,2022/9/27
A3311011160011888,遂昌县风貌区沿线村容村貌整治提升- 王村口镇,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229662124_188322.html,市政基础设施工程,遂昌,公开招标,6976146.97237569,9.5,6313413.01,86,2022/9/27
A3311011160011941001001,龙泉市梅溪河流金村-骆庄段综合治理工程II标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/27/art_1229661923_187713.html,房屋建筑,龙泉,公开招标,12677723.13,0.0,12677723.13,94,2022/9/27
A3311011160011896,遂昌县人民医院湖山分院服务能力提升项目,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662124_188319.html,房屋建筑工程,遂昌,公开招标,28728088.040685225,6.6,26832034.23,133,2022/9/26
A3311011160011838,遂昌县东城新区智造园建设项目EPC（设计-采购-施工）总承包,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662124_188330.html,房屋建筑工程,遂昌,公开招标,0.0,0.0,0.0,5,2022/9/26
A3311011160011969,丽水市城市风廊及配套设施（寿元路及望城路）项目,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188405.html,1基础设施,丽水,公开招标,120824924.37078652,11.0,107534182.69,114,2022/9/26
A3311011160011982001001,侨乡青田海溪粉干乡愁产业园场地平整及边坡治理一期项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661956_188524.html,房屋建筑,青田,公开招标,6052860.475624257,15.9,5090455.66,112,2022/9/26
A3311011160011969001001,丽水市城市风廊及配套设施（寿元路及望城路）项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188223.html,房屋建筑,丽水,公开招标,120824924.37078652,11.0,107534182.69,114,2022/9/26
A3311011160011945001001,青田县温溪港航管理码头港池疏浚及千峡湖库区龙潭电站、包山、田寮渡埠提升完善工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661956_188523.html,房屋建筑,青田,公开招标,1197159.48,0.0,1197159.48,4,2022/9/26
A3311011160011936001001,大均新庄水上救援训练基地项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662190_187898.html,房屋建筑,景宁,公开招标,0.0,0.0,0.0,75,2022/9/26
A3311011160011947001001,G25高速公路西侧（枫岭街至南明路）绿廊（增花添彩）工程项目设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188225.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2022/9/26
A3311011160011851001001,丽水创新中心项目（一期）设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661812_188221.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,4,2022/9/26
A3311011160011929,遂昌县东城新区智造园建设项目EPC（设计-采购-施工）总承包监理,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662124_188318.html,房屋建筑工程,遂昌,公开招标,1835758.0,0.0,1835758.0,3,2022/9/26
A3311011160011944001001,高溪区块W11、T9、T10、T11、⑬⑭E1E2、⑬⑭E2E3边坡工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229661852_188103.html,房屋建筑,莲都,公开招标,17348356.484716155,8.4,15891094.54,136,2022/9/26
A3311011160011929001001,遂昌县东城新区智造园建设项目EPC（设计-采购-施工）总承包监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/26/art_1229662124_188155.html,房屋建筑,遂昌,公开招标,1835758.0,0.0,1835758.0,3,2022/9/26
A3311011160011461,丽水南城东扩景观绿化工程-绿源路、通济街（胡七渠-秀山路）南侧等节点景观绿化工程,http://lssggzy.lishui.gov.cn/art/2022/9/25/art_1229661812_188580.html,1基础设施,丽水,公开招标,21538679.002145924,6.8,20074048.83,260,2022/9/25
A3311011160011815001001,云和县沈村雪梨集成创新项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/25/art_1229661989_188061.html,房屋建筑,云和,公开招标,0.0,0.0,0.0,3,2022/9/25
A3311011160011737001001,遂昌县后江路网三期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188152.html,房屋建筑,遂昌,公开招标,96388124.04710922,6.6,90026507.86,39,2022/9/23
A3311011160011961001001,丽水经济技术开发区园区基础设施改造提升工程（二期）-江南路（成大街-通济街）提升改造工程设计（第二次）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229661812_188219.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2022/9/23
A3311011160011838001001,遂昌县东城新区智造园建设项目EPC（设计-采购-施工）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188146.html,房屋建筑,遂昌,公开招标,0.0,0.0,0.0,5,2022/9/23
A3311011160011737,遂昌县后江路网三期工程,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188306.html,市政基础设施工程,遂昌,公开招标,96388124.04710922,6.6,90026507.86,39,2022/9/23
A3311011160011896004001,遂昌县人民医院湖山分院服务能力提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/23/art_1229662124_188149.html,房屋建筑,遂昌,公开招标,28728088.040685225,6.6,26832034.23,133,2022/9/23
A3311011160011961,丽水经济技术开发区园区基础设施改造提升工程（二期）-江南路（成大街-通济街）提升改造工程设计（第二次）,http://lssggzy.lishui.gov.cn/art/2022/9/22/art_1229661812_188406.html,1基础设施,丽水,公开招标,0.0,0.0,0.0,3,2022/9/22
A3311011160011837001001,水循环及水安全系统构建项目工程总承包（EPC)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/22/art_1229661852_188099.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,4,2022/9/22
A3311011160011911001001,龙泉市龙窑路西延工程可行性研究报告编制及勘察设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/21/art_1229661923_187703.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,3,2022/9/21
A3311011160011851,丽水创新中心项目（一期）设计,http://lssggzy.lishui.gov.cn/art/2022/9/21/art_1229661812_188424.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,4,2022/9/21
A3311011160011882001001,遂昌县绿色水电能源提升建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/21/art_1229662124_188143.html,房屋建筑,遂昌,公开招标,0.0,0.0,0.0,14,2022/9/21
A3311011160011826001001,龙泉市大洋小区改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/21/art_1229661923_187694.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,30,2022/9/21
A3311011160011882,遂昌县绿色水电能源提升建设项目,http://lssggzy.lishui.gov.cn/art/2022/9/21/art_1229662124_188325.html,水利工程,遂昌,公开招标,0.0,0.0,0.0,14,2022/9/21
A3311011160011865001001,缙云县冷链物流综合小微园（检测中心及配套设施）三通一平工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229662089_187855.html,房屋建筑,缙云,公开招标,34666012.00438116,8.7,31650068.96,176,2022/9/20
A3311011160011846001001,景宁县全域旅游基础配套工程（景文高速服务区及城北互通基础设施配套）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229662190_187882.html,房屋建筑,景宁,公开招标,0.0,10.0,0.0,8,2022/9/20
A3311011160011906001001,龙泉市华楼街东延工程-执中大桥项目勘察设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229661923_187686.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,3,2022/9/20
A3311011160011881001001,龙泉市八都镇核心区块“污水零直排区”2期创建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229661923_187680.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,23,2022/9/20
A3311011160011843001001,景宁县全域旅游基础设施配套工程（全域旅游服务中心及入城口路段）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229662190_187890.html,房屋建筑,景宁,公开招标,0.0,10.0,0.0,12,2022/9/20
A3311011160011921001001,青田县吴坑乡集中供水水源金叶水库及配套工程监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/20/art_1229661956_188522.html,房屋建筑,青田,公开招标,0.0,0.0,0.0,8,2022/9/20
A3311011160011706001001,丽水学院中医药与健康产业（职业教育）中心项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188209.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,42,2022/9/19
A3311011160011849002001,龙泉市宝剑小镇基础设施建设工程（三期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661923_187674.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,28,2022/9/19
A3311011160011705001001,丽水学院中医药与健康产业（职业教育）中心项目监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188212.html,房屋建筑,丽水,公开招标,3100000.0,0.0,3100000.0,4,2022/9/19
A3311011160011930,丽水南城防山洪排涝项目（桐岭溪段）- 七百秧渠（北三路-桐岭溪）及配套工程,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188412.html,6,丽水,公开招标,0.0,10.9,0.0,12,2022/9/19
A3311011160011890001001,青田县吴坑乡集中供水水源金叶水库及配套工程--管网工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661956_188521.html,房屋建筑,青田,公开招标,0.0,0.0,0.0,509,2022/9/19
A3311011160011891001001,公交站点无障碍改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188218.html,房屋建筑,丽水,公开招标,5112374.002320185,13.8,4406866.39,74,2022/9/19
A3311011160011930001001,丽水南城防山洪排涝项目（桐岭溪段）- 七百秧渠（北三路-桐岭溪）及配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/19/art_1229661812_188215.html,房屋建筑,丽水,公开招标,0.0,10.9,0.0,12,2022/9/19
A3311011160011875,风貌区沿线村容村貌整治提升-龙洋乡,http://lssggzy.lishui.gov.cn/art/2022/9/17/art_1229662124_188326.html,市政基础设施工程,遂昌,公开招标,4934431.043956044,9.0,4490332.25,66,2022/9/17
A3311011160011875001001,风貌区沿线村容村貌整治提升-龙洋乡开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/17/art_1229662124_188139.html,房屋建筑,遂昌,公开招标,4934431.043956044,9.0,4490332.25,66,2022/9/17
A3311011160011816001001,龙泉农商银行办公大楼附属用房建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229661923_187669.html,房屋建筑,龙泉,公开招标,0.0,0.0,0.0,21,2022/9/16
A3311011160011854,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229662124_188329.html,市政基础设施工程,遂昌,公开招标,4958618.917470525,6.7,4626391.45,79,2022/9/16
A3311011160011705,丽水学院中医药与健康产业（职业教育）中心项目监理,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229661812_188546.html,房屋建筑,丽水,公开招标,3100000.0,0.0,3100000.0,4,2022/9/16
A3311011160011874,丽水南城丽沙小微园项目改造二期（1#厂房）项目全过程工程咨询服务,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661812_188421.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2022/9/15
A3311011160011835001001,东源镇东源村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661956_188519.html,房屋建筑,青田,公开招标,12203380.398706896,7.2,11324737.01,139,2022/9/15
A3311011160011874001001,丽水南城丽沙小微园项目改造二期（1#厂房）项目全过程工程咨询服务开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661812_188206.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2022/9/15
A3311011160011804,中共丽水市委组织部干部人事档案管理中心改造项目智能库房设备采购与安装,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661812_188428.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,6,2022/9/15
A3311011160011854001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229662124_188136.html,房屋建筑,遂昌,公开招标,4958618.917470525,6.7,4626391.45,79,2022/9/15
A3311011160011877001001,云和县中心城区2022年老旧小区综合改造提升项目—南山小区开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229661989_188056.html,房屋建筑,云和,公开招标,7596914.553571429,10.4,6806835.44,128,2022/9/15
A3311011160011728001001,环城东路延伸（凤栖云镜入口至翡翠湾小区段）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/15/art_1229662190_187873.html,房屋建筑,景宁,公开招标,6824315.579868709,8.6,6237424.44,100,2022/9/15
A3311011160011803001001,景宁县红星街道团结小区公寓安置二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229662190_187865.html,房屋建筑,景宁,公开招标,43275816.52701213,9.3,39251165.59,151,2022/9/14
A3311011160011775001001,莲都区碧湖镇古井新村西侧地块项目（古井青年公寓）EPC总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229661852_188095.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,4,2022/9/14
A3311011160011858003001,浙江省庆元县县城近期（2023年~2028年）供水工程全过程咨询服务开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229662056_187968.html,房屋建筑,庆元,公开招标,0.0,0.0,0.0,4,2022/9/14
A3311011160011720,遂昌县清水源水库引水工程高坪隧洞,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229662124_188344.html,水利工程,遂昌,公开招标,0.0,0.0,0.0,6,2022/9/14
A3311011160011822001001,阜山乡干部食宿楼项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229661956_188518.html,房屋建筑,青田,公开招标,6470427.785862787,3.8,6224551.53,72,2022/9/14
