id,tenderid,项目编号,项目名称,开标网址,参数抽取网址,参数抽取类型,project_type,投标单位数量
9A248450-99A2-466E-91B3-3C87E112331E,629CC864-A373-4270-84DF-B7A5A4430648,A3301090130507524001221,杭州萧山国际机场3号路隧道工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9A248450-99A2-466E-91B3-3C87E112331E&tenderID=629CC864-A373-4270-84DF-B7A5A4430648&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=9A248450-99A2-466E-91B3-3C87E112331E,1,施工项目,49
DE621C9B-507C-4FC5-A877-844495540F4B,52ef09d5-7330-4686-96fd-c0bd926c4fff,A3301090130280016001231,机场东路益农先行段工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DE621C9B-507C-4FC5-A877-844495540F4B&tenderID=52ef09d5-7330-4686-96fd-c0bd926c4fff&ModuleID=486,,2,交通项目,120
29B414D6-8325-465C-9012-65FB00137060,314cb88f-9ef8-4f5d-bb13-02f6ced3d3eb,A3301010060280118001231,杭州至临安高速公路规划线位论证,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=29B414D6-8325-465C-9012-65FB00137060&tenderID=314cb88f-9ef8-4f5d-bb13-02f6ced3d3eb&ModuleID=486,,0,交通项目,4
1647E690-E8CE-436C-ADC7-7E9F0F70777F,D65B8263-6B1E-4A3E-B969-6407DCA992CD,A3301100140507353001211,良渚街道荀山村（部分区域）未来乡村示范村建设项目设计采购施工（EPC）工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1647E690-E8CE-436C-ADC7-7E9F0F70777F&tenderID=D65B8263-6B1E-4A3E-B969-6407DCA992CD&ModuleID=486,,0,建设工程,5
CCFFFBB5-735C-4C14-AFAA-0C6CA3F22372,99D0E05C-98B8-41A8-B567-48AA56B225EB,A3301220150507501001211,海康机器人智能制造（桐庐）基地项目二标段,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CCFFFBB5-735C-4C14-AFAA-0C6CA3F22372&tenderID=99D0E05C-98B8-41A8-B567-48AA56B225EB&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=CCFFFBB5-735C-4C14-AFAA-0C6CA3F22372,1,施工项目,179
EFDEB345-8391-4C54-9B34-53114740DD8A,B0893FEE-1D42-4744-B7B6-C02D8F9DDC6B,A3301220150507576001221,城南街道金溪村下黄区块迁建安置点室外工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=EFDEB345-8391-4C54-9B34-53114740DD8A&tenderID=B0893FEE-1D42-4744-B7B6-C02D8F9DDC6B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=EFDEB345-8391-4C54-9B34-53114740DD8A,1,施工项目,1005
9D107FB9-9A3A-4FB8-9863-D0B1CC18EC82,314cb88f-9ef8-4f5d-bb13-02f6ced3d3eb,A3301010060280118001231,杭州至临安高速公路规划线位论证,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9D107FB9-9A3A-4FB8-9863-D0B1CC18EC82&tenderID=314cb88f-9ef8-4f5d-bb13-02f6ced3d3eb&ModuleID=486,,0,交通项目,4
CBB8332F-5973-44E5-B24B-3B15A4B85696,72D582E5-52E2-485C-90D7-FD4C04CF6933,A3301100140507065001211,杭州未来科技城YH02-C-13地块（共有产权房）设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CBB8332F-5973-44E5-B24B-3B15A4B85696&tenderID=72D582E5-52E2-485C-90D7-FD4C04CF6933&ModuleID=486,,0,勘察设计,4
3142B1E8-EE8C-46A8-9578-0F8A23A3CC26,D65B8263-6B1E-4A3E-B969-6407DCA992CD,A3301100140507353001211,良渚街道荀山村（部分区域）未来乡村示范村建设项目设计采购施工（EPC）工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3142B1E8-EE8C-46A8-9578-0F8A23A3CC26&tenderID=D65B8263-6B1E-4A3E-B969-6407DCA992CD&ModuleID=486,,0,建设工程,5
8A758F4F-4797-4CDE-99EB-D26A5C582452,BD50F238-7B51-4955-9A9A-31C4C982B456,A3301100140507345001211,余政工出[2022]19号电气机械和器材制造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8A758F4F-4797-4CDE-99EB-D26A5C582452&tenderID=BD50F238-7B51-4955-9A9A-31C4C982B456&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=8A758F4F-4797-4CDE-99EB-D26A5C582452,1,施工项目,798
3FF7FE45-CC2D-4C23-B3E7-0CE28FCC9EFC,94EBBA97-B098-4136-BC41-96947B01AF7C,A3301100140507540001211,余政工出[2023]1号年产1000台（套）SiGe薄膜沉积设备生产项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3FF7FE45-CC2D-4C23-B3E7-0CE28FCC9EFC&tenderID=94EBBA97-B098-4136-BC41-96947B01AF7C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=3FF7FE45-CC2D-4C23-B3E7-0CE28FCC9EFC,1,施工项目,137
DAD17C61-DDEE-437A-B984-90208C921858,128C3A6A-8D1C-4627-A3B5-EC6F61F32696,A3301010060507835001361,西兴大桥夜景灯光提升,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DAD17C61-DDEE-437A-B984-90208C921858&tenderID=128C3A6A-8D1C-4627-A3B5-EC6F61F32696&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=DAD17C61-DDEE-437A-B984-90208C921858,1,施工项目,4
DE23AF88-E11D-49C2-B8B7-AE0B2B880362,FF5A814C-FC32-4B17-B2C0-4E77FE2718DF,A3301020070507359001211,九堡社区民丰蓝领公寓项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DE23AF88-E11D-49C2-B8B7-AE0B2B880362&tenderID=FF5A814C-FC32-4B17-B2C0-4E77FE2718DF&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=DE23AF88-E11D-49C2-B8B7-AE0B2B880362,1,施工项目,462
96BBED8F-797C-4ED1-BABF-E2E3C77347E6,B3AA6C50-4B1A-49EB-A500-9118A93008C5,A3301131280507456001221,崇超路（运溪路-运河）监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=96BBED8F-797C-4ED1-BABF-E2E3C77347E6&tenderID=B3AA6C50-4B1A-49EB-A500-9118A93008C5&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=96BBED8F-797C-4ED1-BABF-E2E3C77347E6,1,监理项目,67
CDDEA964-0EF2-4402-B935-7391A9AE85C4,52ef09d5-7330-4686-96fd-c0bd926c4fff,A3301090130280016001231,机场东路益农先行段工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CDDEA964-0EF2-4402-B935-7391A9AE85C4&tenderID=52ef09d5-7330-4686-96fd-c0bd926c4fff&ModuleID=486,,2,交通项目,120
6F2E8854-0FB5-452A-A91F-B8BD75D7CD61,54397F63-C40E-415D-8561-EC8A9BF2CDFB,A3301270160507532001211,千岛湖湖景玉兰公寓设计服务项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6F2E8854-0FB5-452A-A91F-B8BD75D7CD61&tenderID=54397F63-C40E-415D-8561-EC8A9BF2CDFB&ModuleID=486,,0,勘察设计,4
97E7BA40-C310-4E91-BBCB-6E1D5322623D,D62682FC-B984-48DC-BEA3-FF75C2EE4605,A3301270160507582001211,淳安县省级革命老区乡村振兴示范区-- 衍昌村村级物业楼装修工程（衍昌战地红军村）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=97E7BA40-C310-4E91-BBCB-6E1D5322623D&tenderID=D62682FC-B984-48DC-BEA3-FF75C2EE4605&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=97E7BA40-C310-4E91-BBCB-6E1D5322623D,1,施工项目,807
BA51262F-3007-427D-B915-325076467B7B,384ADB58-01AD-4116-9DE9-372404074E42,A3301820190507558001211,乾潭第一小学迁建工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BA51262F-3007-427D-B915-325076467B7B&tenderID=384ADB58-01AD-4116-9DE9-372404074E42&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=BA51262F-3007-427D-B915-325076467B7B,1,施工项目,523
B87434A6-7FD2-4842-B3F6-381CD8CF63D5,7DE7CAAC-AFE0-4536-87E9-DB86D531E8CA,A3301110200507422001211,银湖村保障性租赁房及配套用房项目和银湖村安置留用地项目-设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=B87434A6-7FD2-4842-B3F6-381CD8CF63D5&tenderID=7DE7CAAC-AFE0-4536-87E9-DB86D531E8CA&ModuleID=486,,0,勘察设计,4
CE6BD3EB-89A7-447C-8ACF-6E556E7FF572,652e15ca-ac18-4000-bebf-912205dc14bc,A3301010060280117001231,沪杭高速乔司段改建工程技术咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CE6BD3EB-89A7-447C-8ACF-6E556E7FF572&tenderID=652e15ca-ac18-4000-bebf-912205dc14bc&ModuleID=486,,0,交通项目,3
97AF9D41-A994-4F12-9F1A-CA19BB0D8781,213B0E86-BE41-4F23-8E1C-2A0D3A77A71F,A3301100140507211001212,之江实验室计算与数据中心提升工程设计项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=97AF9D41-A994-4F12-9F1A-CA19BB0D8781&tenderID=213B0E86-BE41-4F23-8E1C-2A0D3A77A71F&ModuleID=486,,0,勘察设计,4
67359EAF-A4E4-47AB-9C73-3A78631C96C9,0e5a7265-2529-4b3b-a210-d1de62a95cfd,A3301850210280015001231,2023年农村公路及病危桥改造提升工程-河桥镇（秀祠线、章章线、赤蒲线、蒲朱线、芦云线罗山桥）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=67359EAF-A4E4-47AB-9C73-3A78631C96C9&tenderID=0e5a7265-2529-4b3b-a210-d1de62a95cfd&ModuleID=486,,2,交通项目,22
7258179E-85DD-41FE-9CD1-C993DAE13D35,E79A55AA-750F-4642-8FF7-A03F46C378BA,A3301220150507500001211,海康机器人智能制造（桐庐）基地项目一标段,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7258179E-85DD-41FE-9CD1-C993DAE13D35&tenderID=E79A55AA-750F-4642-8FF7-A03F46C378BA&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=7258179E-85DD-41FE-9CD1-C993DAE13D35,1,施工项目,181
294211BB-783A-4690-9BE3-9F9C95630A10,A5FA35BC-9A41-4C7B-B932-59D7048A90AD,A3301220150507537001221,2022年桐庐县农村生活污水治理“强基增效双提标”项目（分水片区）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=294211BB-783A-4690-9BE3-9F9C95630A10&tenderID=A5FA35BC-9A41-4C7B-B932-59D7048A90AD&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=294211BB-783A-4690-9BE3-9F9C95630A10,1,施工项目,308
2260C5F3-DD91-4395-9D51-5EA254086176,213B0E86-BE41-4F23-8E1C-2A0D3A77A71F,A3301100140507211001212,之江实验室计算与数据中心提升工程设计项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2260C5F3-DD91-4395-9D51-5EA254086176&tenderID=213B0E86-BE41-4F23-8E1C-2A0D3A77A71F&ModuleID=486,,0,勘察设计,4
9A43A073-75F4-4F82-8E3E-6732D079CB34,652e15ca-ac18-4000-bebf-912205dc14bc,A3301010060280117001231,沪杭高速乔司段改建工程技术咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9A43A073-75F4-4F82-8E3E-6732D079CB34&tenderID=652e15ca-ac18-4000-bebf-912205dc14bc&ModuleID=486,,0,交通项目,3
C7DC82C2-33B9-4B6E-A6B9-5BE2A566D8F2,21BFED99-CC00-4C2A-B837-C497D7036047,A3301010060507354001221,中河路（解放路至复兴立交）地面路灯更换工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C7DC82C2-33B9-4B6E-A6B9-5BE2A566D8F2&tenderID=21BFED99-CC00-4C2A-B837-C497D7036047&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C7DC82C2-33B9-4B6E-A6B9-5BE2A566D8F2,1,施工项目,111
B2A5D797-0C12-43E4-9D8D-B6A8501FBFFA,DF8F755C-2FAA-4F86-BC66-8BA1ED2ECC57,A3301020070507493001211,采荷街道2023年老旧小区综合改造提升工程（双菱社区）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=B2A5D797-0C12-43E4-9D8D-B6A8501FBFFA&tenderID=DF8F755C-2FAA-4F86-BC66-8BA1ED2ECC57&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=B2A5D797-0C12-43E4-9D8D-B6A8501FBFFA,1,施工项目,31
A3AF1AC7-C2B1-49AD-8818-5B8327A23306,FF89D745-DF8A-48D9-BB1A-4C77D8310108,A3301131280507517001211,杭政储出[2023]13号地块开发项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A3AF1AC7-C2B1-49AD-8818-5B8327A23306&tenderID=FF89D745-DF8A-48D9-BB1A-4C77D8310108&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=A3AF1AC7-C2B1-49AD-8818-5B8327A23306,1,监理项目,35
3F086345-C937-465F-B857-391CDE76B3AC,4580D8F9-3C55-4867-B0C1-87F521FEACDA,A3301100140507520001211,市委党校余杭区分校（区行政学校）新建项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3F086345-C937-465F-B857-391CDE76B3AC&tenderID=4580D8F9-3C55-4867-B0C1-87F521FEACDA&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=3F086345-C937-465F-B857-391CDE76B3AC,1,监理项目,103
2F915562-53DF-4F4D-BA50-E9B5AE9B6970,3E3D8B67-9AFB-4128-ACDF-5F547DF99C3A,A3301131280507455001211,塘栖镇枇杷园区块安置房二期监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2F915562-53DF-4F4D-BA50-E9B5AE9B6970&tenderID=3E3D8B67-9AFB-4128-ACDF-5F547DF99C3A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=2F915562-53DF-4F4D-BA50-E9B5AE9B6970,1,监理项目,110
1295EC89-3378-4BA4-B9C2-CA981EA94A17,A2586DCB-DA30-482A-BCDD-7C7E1C162B7C,A3301100140507539001211,余政工出[2023]1号年产1000台（套）SiGe薄膜沉积设备生产项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1295EC89-3378-4BA4-B9C2-CA981EA94A17&tenderID=A2586DCB-DA30-482A-BCDD-7C7E1C162B7C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=1295EC89-3378-4BA4-B9C2-CA981EA94A17,1,监理项目,26
AD903623-FF93-4194-BA56-283701383B50,7F1B0A21-9B50-452B-8594-C3CDC08225BF,A3301090130507250001211,萧政储出〔2022〕7号项目酒店单体精装修及弱电智能化工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=AD903623-FF93-4194-BA56-283701383B50&tenderID=7F1B0A21-9B50-452B-8594-C3CDC08225BF&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=AD903623-FF93-4194-BA56-283701383B50,1,施工项目,37
C897AD25-EFB9-4CBB-AB2A-B8617BEA61AE,6C56AD28-D03E-4F4F-A03E-A69AB6CDB0B2,A3301220150507521001211,桐庐县城南街道东兴村未来汇项目一期,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C897AD25-EFB9-4CBB-AB2A-B8617BEA61AE&tenderID=6C56AD28-D03E-4F4F-A03E-A69AB6CDB0B2&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C897AD25-EFB9-4CBB-AB2A-B8617BEA61AE,1,施工项目,196
01FFC39F-AD65-4461-9D8A-CC2FB4E8B5C2,0e5a7265-2529-4b3b-a210-d1de62a95cfd,A3301850210280015001231,2023年农村公路及病危桥改造提升工程-河桥镇（秀祠线、章章线、赤蒲线、蒲朱线、芦云线罗山桥）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=01FFC39F-AD65-4461-9D8A-CC2FB4E8B5C2&tenderID=0e5a7265-2529-4b3b-a210-d1de62a95cfd&ModuleID=486,,2,交通项目,22
DDC4F661-2490-4911-8E88-57DF6D4C7630,4DACD466-C34D-4A3D-BC80-E892B323B5C2,A3301820190507271001221,农村生活污水扩面提升工程（二期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DDC4F661-2490-4911-8E88-57DF6D4C7630&tenderID=4DACD466-C34D-4A3D-BC80-E892B323B5C2&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=DDC4F661-2490-4911-8E88-57DF6D4C7630,1,施工项目,232
84AFC9C8-7ADF-48FD-B91A-1A7E28B4B3FE,32d9ff15-15a4-4635-b8f9-23729b7990bd,A3301270160280029001231,淳安县2023年农村公路桥梁检查及公路路况检查,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=84AFC9C8-7ADF-48FD-B91A-1A7E28B4B3FE&tenderID=32d9ff15-15a4-4635-b8f9-23729b7990bd&ModuleID=486,,0,交通项目,4
05453B11-8FBB-4BE9-B97A-2E393F352363,33EAB582-88B4-49B4-8AE9-04E7D3E1674C,A3301060110507497001211,之江度假区XH1705-05地块共有产权房项目方案设计及初步设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=05453B11-8FBB-4BE9-B97A-2E393F352363&tenderID=33EAB582-88B4-49B4-8AE9-04E7D3E1674C&ModuleID=486,,0,勘察设计,21
D7F48D00-426C-4458-8838-62E49948AEBF,A7CCDF61-B868-499D-AF7B-980A990676F5,A3301060110507205001211,知谷新材料产业园区及基础设施建设项目全过程工程咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D7F48D00-426C-4458-8838-62E49948AEBF&tenderID=A7CCDF61-B868-499D-AF7B-980A990676F5&ModuleID=486,,0,建设工程,7
6812A5FE-1F90-43DE-B402-C5603A05A698,52C39998-1AAE-4DCA-9F5B-37145F46BD48,A3301110200507145001121,富春湾大道三期（富阳大桥以西段）工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6812A5FE-1F90-43DE-B402-C5603A05A698&tenderID=52C39998-1AAE-4DCA-9F5B-37145F46BD48&ModuleID=486,,0,施工项目,17
2C02DBD3-4700-4E88-AF3F-23F25105B234,FD69C347-C4C5-4955-980A-8B41B9DA2EE4,A3301220150507495001221,合村乡合干畈田园综合体配套项目（一期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2C02DBD3-4700-4E88-AF3F-23F25105B234&tenderID=FD69C347-C4C5-4955-980A-8B41B9DA2EE4&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=2C02DBD3-4700-4E88-AF3F-23F25105B234,1,施工项目,563
6361B585-DF78-4C3B-92D2-C92711FA9CC9,CEC6B777-C42A-434F-85EC-9C4B5A0F2D66,A3301220150507536001221,2022年桐庐县农村生活污水治理“强基增效双提标”项目（横村片区）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6361B585-DF78-4C3B-92D2-C92711FA9CC9&tenderID=CEC6B777-C42A-434F-85EC-9C4B5A0F2D66&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=6361B585-DF78-4C3B-92D2-C92711FA9CC9,1,施工项目,553
E08A44BA-3605-484E-BBC1-B02E8AFFE439,f47e98b6-cf53-4139-8536-213441e289bc,A3301010060280116001231,杭新景（杭千）高速公路桐庐服务区、建德服务区2023-2025年度绿化管理养护项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E08A44BA-3605-484E-BBC1-B02E8AFFE439&tenderID=f47e98b6-cf53-4139-8536-213441e289bc&ModuleID=486,,2,交通项目,7
3498FF40-33AB-43C7-A9AF-7AF5C9E4896C,AB106968-7423-41DF-8183-1617FBF36146,A3301100140507549001211,储运路北新华河西公共租赁房项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3498FF40-33AB-43C7-A9AF-7AF5C9E4896C&tenderID=AB106968-7423-41DF-8183-1617FBF36146&ModuleID=486,,0,勘察设计,7
36523704-887B-488C-8775-51981F20E591,8C11B5DC-DABC-45F2-9740-B75505F4F468,A3301050100507454001211,石桥单元XC0802-R22-13地块公共服务设施用房建筑师负责制服务项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=36523704-887B-488C-8775-51981F20E591&tenderID=8C11B5DC-DABC-45F2-9740-B75505F4F468&ModuleID=486,,0,建设工程,1
8AF547E1-B794-4C64-8944-2323D5E661BD,934A132F-E23A-4E18-AED5-66768FB60533,A3301080120507584001211,大设施配套西翼项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8AF547E1-B794-4C64-8944-2323D5E661BD&tenderID=934A132F-E23A-4E18-AED5-66768FB60533&ModuleID=486,,0,勘察设计,6
C942FE67-8F94-488D-BE64-1F302EA521C6,E7312E69-61C2-498E-9BDE-292B505CBB60,A3301100140507476001211,余杭区第五人民医院建设项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C942FE67-8F94-488D-BE64-1F302EA521C6&tenderID=E7312E69-61C2-498E-9BDE-292B505CBB60&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C942FE67-8F94-488D-BE64-1F302EA521C6,1,施工项目,34
31CEA117-C0A7-4DA8-9FB7-E9F6C1E543FE,FB877AD1-E41A-411F-B086-77FA9B8DC036,A3301100140507505001221,南湖酒厂安置房南侧配套道路有机更新工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=31CEA117-C0A7-4DA8-9FB7-E9F6C1E543FE&tenderID=FB877AD1-E41A-411F-B086-77FA9B8DC036&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=31CEA117-C0A7-4DA8-9FB7-E9F6C1E543FE,1,施工项目,744
EDB2E224-6088-4929-A823-5FBAFAD58742,3E54A450-1F36-410C-AAAF-6EB2F1FC66F0,A3301100140507147001221,钱江经济开发区仁康路北延（临港路-獐山路）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=EDB2E224-6088-4929-A823-5FBAFAD58742&tenderID=3E54A450-1F36-410C-AAAF-6EB2F1FC66F0&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=EDB2E224-6088-4929-A823-5FBAFAD58742,1,施工项目,309
8F316A00-15EF-404F-AE5B-2ACCE88DF408,915D5A32-2C9A-4856-8E0B-71301CE84187,A3301020070507502001211,运河映巷祈居酒店项目室内装修工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8F316A00-15EF-404F-AE5B-2ACCE88DF408&tenderID=915D5A32-2C9A-4856-8E0B-71301CE84187&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=8F316A00-15EF-404F-AE5B-2ACCE88DF408,1,施工项目,233
C0E32209-4283-41B1-8FCF-91EA4780A819,0868C5FD-AD98-47F2-A50F-10843F832426,A3301020070507510001211,秋涛北路313号装修改造工程项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C0E32209-4283-41B1-8FCF-91EA4780A819&tenderID=0868C5FD-AD98-47F2-A50F-10843F832426&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C0E32209-4283-41B1-8FCF-91EA4780A819,1,施工项目,334
63CC64B0-9083-4FF0-B6EE-8147A7F514B3,33EAB582-88B4-49B4-8AE9-04E7D3E1674C,A3301060110507497001211,之江度假区XH1705-05地块共有产权房项目方案设计及初步设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=63CC64B0-9083-4FF0-B6EE-8147A7F514B3&tenderID=33EAB582-88B4-49B4-8AE9-04E7D3E1674C&ModuleID=486,,0,勘察设计,21
E4D36EF2-2DBE-49C3-89BD-FC7BA96B4878,A7CCDF61-B868-499D-AF7B-980A990676F5,A3301060110507205001211,知谷新材料产业园区及基础设施建设项目全过程工程咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E4D36EF2-2DBE-49C3-89BD-FC7BA96B4878&tenderID=A7CCDF61-B868-499D-AF7B-980A990676F5&ModuleID=486,,0,建设工程,7
28014B17-5E15-45A9-BE4F-709292C288BB,9022bbea-97c1-49c6-bef5-7ed6f92ecf72,A3301220150180055001291,桐庐县江南镇智慧农业示范园项目（景观配套工程）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=28014B17-5E15-45A9-BE4F-709292C288BB&tenderID=9022bbea-97c1-49c6-bef5-7ed6f92ecf72&ModuleID=486,,0,园林绿化项目,270
A417F7E4-A65C-46D5-B353-B9D703D3CC56,B5CB4686-2B0F-4D31-8904-69BAFAD039A0,A3301850210507507001211,临安区秘境寻源县域风貌样板区建设项目—高虹镇中苕溪两侧及西区块改造项目(一期),https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A417F7E4-A65C-46D5-B353-B9D703D3CC56&tenderID=B5CB4686-2B0F-4D31-8904-69BAFAD039A0&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=A417F7E4-A65C-46D5-B353-B9D703D3CC56,1,施工项目,423
A4222E6F-91F8-482B-A9C0-BD2A6842DE21,52C39998-1AAE-4DCA-9F5B-37145F46BD48,A3301110200507145001121,富春湾大道三期（富阳大桥以西段）工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A4222E6F-91F8-482B-A9C0-BD2A6842DE21&tenderID=52C39998-1AAE-4DCA-9F5B-37145F46BD48&ModuleID=486,,0,施工项目,17
