id,tenderid,项目编号,项目名称,开标网址,参数抽取网址,参数抽取类型,project_type,投标单位数量,开标时间
15CB489B-9BF4-4AAE-92DA-3525B91E3980,59620FDD-621A-4EFD-BCA6-F86EDE701370,A3301090130508351001291,杭州市天然气利用工程s20（南门站～DF3阀室）高压管道燃气工程一期S20-1(南门站～江东南调压站（含)) 勘察、设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=15CB489B-9BF4-4AAE-92DA-3525B91E3980&tenderID=59620FDD-621A-4EFD-BCA6-F86EDE701370&ModuleID=486,,0,勘察设计,5,2023/10/8 14:00
C192C81C-A0C0-48FF-B137-FE9E2FA819CF,c69b09a8-cd5a-4a68-8fca-d84a3691667e,A3301090130280020001231,萧山区衙前镇2023年高水平建设“四好农村路”工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C192C81C-A0C0-48FF-B137-FE9E2FA819CF&tenderID=c69b09a8-cd5a-4a68-8fca-d84a3691667e&ModuleID=486,,2,交通项目,156,2023/10/8 14:00
81275A9F-E244-415C-88C8-3B92B90F0671,887e1080-7e09-41a5-bc47-ae38f66378ba,A3301850210180022001251,2023年杭州市临安区龙岗镇高标准农田示范区项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=81275A9F-E244-415C-88C8-3B92B90F0671&tenderID=887e1080-7e09-41a5-bc47-ae38f66378ba&ModuleID=486,,0,施工项目,386,2023/10/8 9:00
38446565-62AD-4EF1-82AE-F20DC8A0A20A,181e6f87-996f-43ec-ad1a-bf1267658daf,A3301220150980051001251,桐庐城乡供水一体化管网提升改造工程（一期）—城市扩网及部分农饮水改造项目（百江镇）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=38446565-62AD-4EF1-82AE-F20DC8A0A20A&tenderID=181e6f87-996f-43ec-ad1a-bf1267658daf&ModuleID=486,,2,林水项目,229,2023/10/8 9:00
20179EB7-3C26-47B1-A6AB-8A6FF6285D64,0D41D63C-385F-4CBC-AC4C-B1EF25AF841C,A3301060110508441001261,文三数字生活街区亮化二期及景观提升改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=20179EB7-3C26-47B1-A6AB-8A6FF6285D64&tenderID=0D41D63C-385F-4CBC-AC4C-B1EF25AF841C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=20179EB7-3C26-47B1-A6AB-8A6FF6285D64,1,施工项目,84,2023/10/8 9:00
E9DA5C56-B372-459F-AC80-C9850C844DEA,D7B96B84-1413-4B43-BF7B-C299E2B63C30,A3301820190508459001221,寿昌桥梁改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E9DA5C56-B372-459F-AC80-C9850C844DEA&tenderID=D7B96B84-1413-4B43-BF7B-C299E2B63C30&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=E9DA5C56-B372-459F-AC80-C9850C844DEA,1,施工项目,380,2023/10/8 8:45
01DEB44A-D265-4962-8CB5-1E7CFE5C231B,AF95C486-46A0-40BF-9A62-CEB441B50A8C,A3301270160CS1230001211,这是一条测试数据-评定分离技术标打分制20230926,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=01DEB44A-D265-4962-8CB5-1E7CFE5C231B&tenderID=AF95C486-46A0-40BF-9A62-CEB441B50A8C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=01DEB44A-D265-4962-8CB5-1E7CFE5C231B,1,施工项目,4,2023/10/7 15:30
5A54355F-692A-433E-AE33-535F11C7D8CE,36288CA5-EE4D-4FFB-BC7C-6A5433499229,A3301300180508289001211,杭州市第九人民医院二期建设项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5A54355F-692A-433E-AE33-535F11C7D8CE&tenderID=36288CA5-EE4D-4FFB-BC7C-6A5433499229&ModuleID=486,,0,勘察设计,4,2023/10/7 14:30
B2B1F581-4D37-4A43-B16C-D7E9E829F319,7A310B46-0A44-49A7-A87E-DEB0C93B0322,A3301010060508346001211,皋亭山高中（暂名）设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=B2B1F581-4D37-4A43-B16C-D7E9E829F319&tenderID=7A310B46-0A44-49A7-A87E-DEB0C93B0322&ModuleID=486,,0,勘察设计,21,2023/10/8 12:00
66C00E11-643D-4FBB-A564-7376AE186FEA,49262738-13A8-459D-8A95-4C95178333E6,A3301060110508232001211,浮山单元XH2007-G1/S42-15地块转塘回龙中心公园及地下公共停车库项目EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=66C00E11-643D-4FBB-A564-7376AE186FEA&tenderID=49262738-13A8-459D-8A95-4C95178333E6&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=66C00E11-643D-4FBB-A564-7376AE186FEA,1,建设工程,5,2023/10/8 12:00
57C2AE50-CF4E-4DBF-AC8E-3599B8F386C7,59C8B96B-AB87-47DC-9317-1BF0F1665ACF,A3301220150400018001281,桐庐县白云源路（龙潭路-河湾路）工程-二标段绿化,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=57C2AE50-CF4E-4DBF-AC8E-3599B8F386C7&tenderID=59C8B96B-AB87-47DC-9317-1BF0F1665ACF&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=57C2AE50-CF4E-4DBF-AC8E-3599B8F386C7,1,园林绿化项目,28,2023/10/7 10:00
C98175A7-3D45-4416-B38C-33B4CA4F779B,0CDB1F72-36C1-48FC-98DC-FDE695ECA923,A3301100140507972001211,闲林街道联荣村安置房工程西区块（二期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C98175A7-3D45-4416-B38C-33B4CA4F779B&tenderID=0CDB1F72-36C1-48FC-98DC-FDE695ECA923&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C98175A7-3D45-4416-B38C-33B4CA4F779B,1,施工项目,1366,2023/10/7 9:30
A4865037-318B-4A2D-8F8B-2B7C5ED8FE03,E7D7697F-96CE-4D11-B5D8-21F96F8EB193,A3301100140508451001221,康良路（京杭大运河-运溪高架）工程一期监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A4865037-318B-4A2D-8F8B-2B7C5ED8FE03&tenderID=E7D7697F-96CE-4D11-B5D8-21F96F8EB193&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=A4865037-318B-4A2D-8F8B-2B7C5ED8FE03,1,监理项目,52,2023/10/7 9:30
9E02B7D0-D652-4B49-9A16-DB80A6065773,90A6A96E-0313-4556-AA61-14AFA2005007,A3301010060508284001291,杭州市城市管理（综合执法）指挥中心改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9E02B7D0-D652-4B49-9A16-DB80A6065773&tenderID=90A6A96E-0313-4556-AA61-14AFA2005007&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=9E02B7D0-D652-4B49-9A16-DB80A6065773,1,施工项目,230,2023/10/7 9:30
9802B6FD-DDA5-45A4-9131-9DBBE4C9AFCB,5C97A9FA-41F6-4A07-BA27-AA53B4BCF0A7,A3301100140508380001211,杭州余杭华丰股份经济合作社配套幼儿园项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9802B6FD-DDA5-45A4-9131-9DBBE4C9AFCB&tenderID=5C97A9FA-41F6-4A07-BA27-AA53B4BCF0A7&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=9802B6FD-DDA5-45A4-9131-9DBBE4C9AFCB,1,监理项目,16,2023/10/7 9:30
844D462C-9C36-4663-B830-FB532EAE7810,75E5ED28-F688-41C8-A088-A92FD14CA3D4,A3301020070508421001291,紫阳街道十五奎巷等9条韵味街巷改造提升项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=844D462C-9C36-4663-B830-FB532EAE7810&tenderID=75E5ED28-F688-41C8-A088-A92FD14CA3D4&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=844D462C-9C36-4663-B830-FB532EAE7810,1,施工项目,174,2023/10/7 9:30
78612413-ACD0-4951-B319-EE98E17698E4,2EA4EB43-1E21-4F0D-B6E0-35402D33FD47,A3301220150508452001221,桐庐县舞象山路道路建设工程-给水工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=78612413-ACD0-4951-B319-EE98E17698E4&tenderID=2EA4EB43-1E21-4F0D-B6E0-35402D33FD47&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=78612413-ACD0-4951-B319-EE98E17698E4,1,施工项目,625,2023/10/7 9:30
D24C8BA0-4A84-4170-A289-4806967D0FD3,261e271c-c06a-41a1-bed7-2b3bfdf5ec7b,A3301850210280019001231,杭州市临安区普通省道网命名编号调整工程第SG02标段,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D24C8BA0-4A84-4170-A289-4806967D0FD3&tenderID=261e271c-c06a-41a1-bed7-2b3bfdf5ec7b&ModuleID=486,,2,交通项目,59,2023/10/7 9:00
444EB2E5-C418-4FC4-B375-D3765A8F65F4,E7B172F2-68E5-42A5-B168-8C5F4DFA63DE,A3301110200508203001211,泗洲中国古代造纸遗址综保复兴项目-泗洲中国造纸博物馆工程（一期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=444EB2E5-C418-4FC4-B375-D3765A8F65F4&tenderID=E7B172F2-68E5-42A5-B168-8C5F4DFA63DE&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=444EB2E5-C418-4FC4-B375-D3765A8F65F4,1,施工项目,26,2023/10/7 9:00
36890602-C2EE-468C-A28E-2175E2EEE5E2,77797C1C-68AC-441F-BC63-A5A3122A6EFE,A3301060110508448001211,西溪街道文天社区武林花园老旧小区提升改造,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=36890602-C2EE-468C-A28E-2175E2EEE5E2&tenderID=77797C1C-68AC-441F-BC63-A5A3122A6EFE&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=36890602-C2EE-468C-A28E-2175E2EEE5E2,1,施工项目,223,2023/10/7 9:00
25682109-6214-42CB-83EE-61BB6D46EDCA,57A6B430-2FC8-4A0C-A431-248706C50F4A,A3301060110508352001221,湿地保护修复补助资金项目——蒋村港、包建港等区域河道护岸及清淤工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=25682109-6214-42CB-83EE-61BB6D46EDCA&tenderID=57A6B430-2FC8-4A0C-A431-248706C50F4A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=25682109-6214-42CB-83EE-61BB6D46EDCA,1,施工项目,1800,2023/10/7 9:00
1C1B91F8-645A-410E-B85C-951A17B52659,55C8A9D7-4256-4C4F-B396-5D66CA147C7A,A3301850210508457001221,青山湖/锦北街道后坞弄区块渣土消纳场工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1C1B91F8-645A-410E-B85C-951A17B52659&tenderID=55C8A9D7-4256-4C4F-B396-5D66CA147C7A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=1C1B91F8-645A-410E-B85C-951A17B52659,1,施工项目,299,2023/10/7 9:00
CBD25B61-CC90-4B6E-B4EC-FB85F4BB5208,7E999C69-6942-4537-A67B-7382CCA0A171,A3301820190508480001211,国网浙江培训中心生产实训用房项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CBD25B61-CC90-4B6E-B4EC-FB85F4BB5208&tenderID=7E999C69-6942-4537-A67B-7382CCA0A171&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=CBD25B61-CC90-4B6E-B4EC-FB85F4BB5208,1,施工项目,351,2023/10/7 8:45
8C392DC7-3BE2-41F5-BA8E-7790C0B92B6D,91b8b253-1780-4540-9b97-fb9160912fc0,A3301270160980063001251,杭州市特别生态功能区共同富裕城乡供水设施提升建设工程（一期）-威坪水厂改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8C392DC7-3BE2-41F5-BA8E-7790C0B92B6D&tenderID=91b8b253-1780-4540-9b97-fb9160912fc0&ModuleID=486,,0,林水项目,79,2023/10/7 8:45
48C1AE5E-3618-496E-A8C2-3FFEB42EBDF3,69AEE64C-F9AB-451B-A229-4ED1B90160B6,A3301270160508502001211,淳政工出 [2023]14号淳安国储林一期（第二批）千岛湖健康产业园项目（监理）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=48C1AE5E-3618-496E-A8C2-3FFEB42EBDF3&tenderID=69AEE64C-F9AB-451B-A229-4ED1B90160B6&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=48C1AE5E-3618-496E-A8C2-3FFEB42EBDF3,1,监理项目,38,2023/10/7 8:45
BE3D5EEF-C10E-4067-8B58-0877AEEF2E16,63859309-120E-4972-8625-47283DDACA8E,A3301090130508226001211,2023年度（新塘）老旧小区综合改造提升-商城西村EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BE3D5EEF-C10E-4067-8B58-0877AEEF2E16&tenderID=63859309-120E-4972-8625-47283DDACA8E&ModuleID=486,,0,建设工程,4,2023/9/28 14:00
7B45EFF7-1ADF-427D-8955-FDC4686852C1,132621F6-251C-4639-AF94-D26ACCC8462D,A3301100140508222001111,科技文化中心-国际体育中心项目（专业足球场）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7B45EFF7-1ADF-427D-8955-FDC4686852C1&tenderID=132621F6-251C-4639-AF94-D26ACCC8462D&ModuleID=486,,0,施工项目,9,2023/9/28 14:00
5CEFA6A0-2311-4203-B66C-DDF270557945,43911ED2-9C9C-4C5A-BE49-34F4983C72E9,A3301110200508389001211,春北D区块安置房地勘,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5CEFA6A0-2311-4203-B66C-DDF270557945&tenderID=43911ED2-9C9C-4C5A-BE49-34F4983C72E9&ModuleID=486,,0,勘察设计,10,2023/9/28 13:30
431D8A83-2247-4B94-9C90-3C8298F0AA1B,0D4B47A4-D152-469D-A690-3C5E5DCC617E,A3301020070508366001211,牛田单元B1/B2-02地块及牛田单元B1/B2-03地块商业商务用房项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=431D8A83-2247-4B94-9C90-3C8298F0AA1B&tenderID=0D4B47A4-D152-469D-A690-3C5E5DCC617E&ModuleID=486,,0,勘察设计,14,2023/9/28 12:00
C5918A57-AF3B-42F4-9CC4-CA318CD4AA52,6752FB5B-267B-41FA-B5B5-75E06AA44D6E,A3301300180508278001211,新湾街道冯娄村安置房及配套幼儿园项目（EPC）工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C5918A57-AF3B-42F4-9CC4-CA318CD4AA52&tenderID=6752FB5B-267B-41FA-B5B5-75E06AA44D6E&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C5918A57-AF3B-42F4-9CC4-CA318CD4AA52,1,建设工程,5,2023/9/28 11:00
3F13779E-7C5C-41EE-A745-953713D172A9,7E358524-B77B-4D15-BE8E-918896B6B8BA,A3301850210508449001211,平山美食城地块商业项目全过程工程咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3F13779E-7C5C-41EE-A745-953713D172A9&tenderID=7E358524-B77B-4D15-BE8E-918896B6B8BA&ModuleID=486,,0,建设工程,11,2023/9/28 11:00
2041475C-967B-4397-BFAF-821C5C6CB901,F47DCBF9-B49E-4693-9806-107A0AA02900,A3301300180508373001211,市北郊监狱改扩建工程设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2041475C-967B-4397-BFAF-821C5C6CB901&tenderID=F47DCBF9-B49E-4693-9806-107A0AA02900&ModuleID=486,,0,勘察设计,12,2023/9/28 11:00
DB0AD4CD-4008-406B-950F-822E5667F18B,F1195AE5-980D-4CEE-87BC-16DBB17EC095,A3301090130508043001211,瓜沥镇城乡一体化安置房（三期）——瓜沥区块项目EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DB0AD4CD-4008-406B-950F-822E5667F18B&tenderID=F1195AE5-980D-4CEE-87BC-16DBB17EC095&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=DB0AD4CD-4008-406B-950F-822E5667F18B,1,建设工程,6,2023/9/28 14:00
FDBFFB9C-222E-4431-9856-B31A55D4A0C6,4B8294B6-9C80-437E-BA5F-13E96455F96A,A3301131280508426001221,红普北路（良熟路-杭浦高速）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=FDBFFB9C-222E-4431-9856-B31A55D4A0C6&tenderID=4B8294B6-9C80-437E-BA5F-13E96455F96A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=FDBFFB9C-222E-4431-9856-B31A55D4A0C6,1,施工项目,606,2023/9/28 9:30
A4D43421-C668-4694-844B-1E96847F5988,947D6619-6251-4AA0-BB4C-D2A2F9D1090B,A3301100140508379001211,杭州余杭华丰股份经济合作社配套幼儿园项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A4D43421-C668-4694-844B-1E96847F5988&tenderID=947D6619-6251-4AA0-BB4C-D2A2F9D1090B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=A4D43421-C668-4694-844B-1E96847F5988,1,施工项目,730,2023/9/28 9:30
94460A64-40C6-466B-B9E8-55C7D5DCE25A,ABEF1368-031A-4565-9636-772F84CE033E,A3301100140508303001211,百丈镇溪口村未来乡村示范村建设项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=94460A64-40C6-466B-B9E8-55C7D5DCE25A&tenderID=ABEF1368-031A-4565-9636-772F84CE033E&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=94460A64-40C6-466B-B9E8-55C7D5DCE25A,1,施工项目,231,2023/9/28 9:30
1D2162D7-1357-46D9-ADE0-9B66F2E7E4B2,d685adc9-0bf7-448a-8550-abbd29d64d80,A3301131280980009001251,超山—丁山湖综合保护工程（塘丁超水环境整治工程）监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1D2162D7-1357-46D9-ADE0-9B66F2E7E4B2&tenderID=d685adc9-0bf7-448a-8550-abbd29d64d80&ModuleID=486,,2,林水项目,12,2023/9/28 9:30
1325732E-82D4-4959-80D5-8F9053BFC182,132621F6-251C-4639-AF94-D26ACCC8462D,A3301100140508222001111,科技文化中心-国际体育中心项目（专业足球场）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1325732E-82D4-4959-80D5-8F9053BFC182&tenderID=132621F6-251C-4639-AF94-D26ACCC8462D&ModuleID=486,,0,施工项目,9,2023/9/28 14:00
6C11C7BF-9DBB-4AFC-B099-3D05179F95B8,63859309-120E-4972-8625-47283DDACA8E,A3301090130508226001211,2023年度（新塘）老旧小区综合改造提升-商城西村EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6C11C7BF-9DBB-4AFC-B099-3D05179F95B8&tenderID=63859309-120E-4972-8625-47283DDACA8E&ModuleID=486,,0,建设工程,4,2023/9/28 14:00
E3C8E9EE-FF52-462A-B4DD-272537DE3915,62B8081B-C530-405B-92D1-A58EAB1451A5,A3301060110520019001211,之江地区2023年蓝领公寓项目（水韵金沙）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E3C8E9EE-FF52-462A-B4DD-272537DE3915&tenderID=62B8081B-C530-405B-92D1-A58EAB1451A5&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=E3C8E9EE-FF52-462A-B4DD-272537DE3915,1,施工项目,465,2023/9/28 9:00
3CFB92D5-2F72-4731-ACEF-B3726E9C60BF,5394479f-d04e-4171-925e-86a9396200d1,A3301220150980050001251,桐庐城乡供水一体化管网提升改造工程（一期）—城市扩网及部分农饮水改造项目（江南镇）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3CFB92D5-2F72-4731-ACEF-B3726E9C60BF&tenderID=5394479f-d04e-4171-925e-86a9396200d1&ModuleID=486,,2,林水项目,132,2023/9/28 9:00
D9622F6B-7DDF-49E0-AC02-74710B080CFD,F47DCBF9-B49E-4693-9806-107A0AA02900,A3301300180508373001211,市北郊监狱改扩建工程设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D9622F6B-7DDF-49E0-AC02-74710B080CFD&tenderID=F47DCBF9-B49E-4693-9806-107A0AA02900&ModuleID=486,,0,勘察设计,12,2023/9/28 11:00
10911D33-3791-48BF-A31D-5BF585965387,1E290850-4E21-464B-8580-99442630B993,A3301090130508048001211,2023年度（城厢）老旧小区综合改造提升-潇湘社区杭齿山南片区块改造工程EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=10911D33-3791-48BF-A31D-5BF585965387&tenderID=1E290850-4E21-464B-8580-99442630B993&ModuleID=486,,0,建设工程,4,2023/9/27 14:00
10547F1E-E4AA-4FA1-B3F0-058CD8BC9F76,0D4B47A4-D152-469D-A690-3C5E5DCC617E,A3301020070508366001211,牛田单元B1/B2-02地块及牛田单元B1/B2-03地块商业商务用房项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=10547F1E-E4AA-4FA1-B3F0-058CD8BC9F76&tenderID=0D4B47A4-D152-469D-A690-3C5E5DCC617E&ModuleID=486,,0,勘察设计,14,2023/9/28 12:00
DF1E6110-3E93-47C4-B7F3-F24D19AD75BC,91880716-8E11-40BA-8A5E-418CF2DB1696,A3301100140508113001121,康良路（京杭大运河-运溪高架）工程一期（运溪高架-湖杭高铁）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DF1E6110-3E93-47C4-B7F3-F24D19AD75BC&tenderID=91880716-8E11-40BA-8A5E-418CF2DB1696&ModuleID=486,,0,施工项目,15,2023/9/27 9:30
1B8EDA82-79DC-44D2-BA21-650C75396302,1C7C5489-0490-46F5-96DF-1B85DF67AFE9,A3301100140508295001211,良渚新城金家渡北路北村级留用地项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1B8EDA82-79DC-44D2-BA21-650C75396302&tenderID=1C7C5489-0490-46F5-96DF-1B85DF67AFE9&ModuleID=486,,0,勘察设计,20,2023/9/27 13:30
E57436A9-45F7-4616-9286-FC030F816775,1E290850-4E21-464B-8580-99442630B993,A3301090130508048001211,2023年度（城厢）老旧小区综合改造提升-潇湘社区杭齿山南片区块改造工程EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E57436A9-45F7-4616-9286-FC030F816775&tenderID=1E290850-4E21-464B-8580-99442630B993&ModuleID=486,,0,建设工程,4,2023/9/27 14:00
E006055C-23DA-4703-B13E-4CFC20D7FA1B,2AD3BCE0-8B68-438A-AC5D-644AD4E4DE1B,A3301131280400016001281,汤家桥街南侧环境提升工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E006055C-23DA-4703-B13E-4CFC20D7FA1B&tenderID=2AD3BCE0-8B68-438A-AC5D-644AD4E4DE1B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=E006055C-23DA-4703-B13E-4CFC20D7FA1B,1,园林绿化项目,285,2023/9/27 9:30
D7BEC9E1-51E7-4126-B4E3-A4662B9D686A,A820B198-FD6C-4B01-B0EA-8EBD1871B1D6,A3301131280508425001221,富塘路（人民路-运溪路）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D7BEC9E1-51E7-4126-B4E3-A4662B9D686A&tenderID=A820B198-FD6C-4B01-B0EA-8EBD1871B1D6&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=D7BEC9E1-51E7-4126-B4E3-A4662B9D686A,1,施工项目,588,2023/9/27 9:30
8AC77A9C-5287-46A7-9F86-37006E08006C,91880716-8E11-40BA-8A5E-418CF2DB1696,A3301100140508113001121,康良路（京杭大运河-运溪高架）工程一期（运溪高架-湖杭高铁）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8AC77A9C-5287-46A7-9F86-37006E08006C&tenderID=91880716-8E11-40BA-8A5E-418CF2DB1696&ModuleID=486,,0,施工项目,15,2023/9/27 9:30
5B89CC11-4A30-45DF-B2A0-A074443A6E4A,1C7C5489-0490-46F5-96DF-1B85DF67AFE9,A3301100140508295001211,良渚新城金家渡北路北村级留用地项目设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5B89CC11-4A30-45DF-B2A0-A074443A6E4A&tenderID=1C7C5489-0490-46F5-96DF-1B85DF67AFE9&ModuleID=486,,0,勘察设计,20,2023/9/27 13:30
1A079680-A58C-492C-8A1A-DBFEB4AC62CA,79BD2410-C9BF-47FD-88CC-AC0B46CBECCC,A3301220150508412001211,武盛大唐项目（一期）监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1A079680-A58C-492C-8A1A-DBFEB4AC62CA&tenderID=79BD2410-C9BF-47FD-88CC-AC0B46CBECCC&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=1A079680-A58C-492C-8A1A-DBFEB4AC62CA,1,监理项目,49,2023/9/27 9:30
20EADD2D-561E-4BFF-A8C6-CB2448F60B23,B5C41291-0329-4363-A870-4937B61F07A4,A3301080120508427001211,燃气供应设施（滨江抢修中心）大楼3-8层装修工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=20EADD2D-561E-4BFF-A8C6-CB2448F60B23&tenderID=B5C41291-0329-4363-A870-4937B61F07A4&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=20EADD2D-561E-4BFF-A8C6-CB2448F60B23,1,施工项目,358,2023/9/27 9:15
